"StichtagDatJahr","QuarSort","QuarCd","QuarLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerEinkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2004,73,"073","Hirslanden",0,"00","Grundtarif",42.9,20.2,68.4
2004,73,"073","Hirslanden",1,"01","Verheiratetentarif",90.1,59.5,154.1
2004,73,"073","Hirslanden",2,"02","Einelternfamilientarif",55.35,32.9,82.6
2004,74,"074","Witikon",0,"00","Grundtarif",42.8,20,68.2
2004,74,"074","Witikon",1,"01","Verheiratetentarif",90.35,58.4,137.2
2004,74,"074","Witikon",2,"02","Einelternfamilientarif",53,31.4,81.9
2004,81,"081","Seefeld",0,"00","Grundtarif",47.9,23.1,74.2
2004,81,"081","Seefeld",1,"01","Verheiratetentarif",89,56.4,142.1
2004,81,"081","Seefeld",2,"02","Einelternfamilientarif",51.6,31.05,77.25
2004,82,"082","Mühlebach",0,"00","Grundtarif",43.75,20.2,70.4
2004,82,"082","Mühlebach",1,"01","Verheiratetentarif",87.4,55.6,140.6
2004,82,"082","Mühlebach",2,"02","Einelternfamilientarif",47.1,30.2,69.1
2004,83,"083","Weinegg",0,"00","Grundtarif",44,18.35,66.8
2004,83,"083","Weinegg",1,"01","Verheiratetentarif",88,60.1,134.4
2004,83,"083","Weinegg",2,"02","Einelternfamilientarif",52.1,30.7,70.8
2004,91,"091","Albisrieden",0,"00","Grundtarif",36.5,20,54
2004,91,"091","Albisrieden",1,"01","Verheiratetentarif",65.1,47.3,90.7
2004,91,"091","Albisrieden",2,"02","Einelternfamilientarif",36.9,22,53.9
2004,92,"092","Altstetten",0,"00","Grundtarif",36.1,19.1,53.2
2004,92,"092","Altstetten",1,"01","Verheiratetentarif",61.3,44.4,83
2004,92,"092","Altstetten",2,"02","Einelternfamilientarif",36.5,20.8,51.1
2004,101,"101","Höngg",0,"00","Grundtarif",44.4,22.4,65.4
2004,101,"101","Höngg",1,"01","Verheiratetentarif",80.05,56.9,117.3
2004,101,"101","Höngg",2,"02","Einelternfamilientarif",44.4,28,63.4
2004,102,"102","Wipkingen",0,"00","Grundtarif",39.4,19.7,58.9
2004,102,"102","Wipkingen",1,"01","Verheiratetentarif",64.7,45,89.95
2004,102,"102","Wipkingen",2,"02","Einelternfamilientarif",40.5,25,57.6
2004,111,"111","Affoltern",0,"00","Grundtarif",34.2,17.6,51.3
2004,111,"111","Affoltern",1,"01","Verheiratetentarif",64.7,45.6,87.6
2004,111,"111","Affoltern",2,"02","Einelternfamilientarif",35.7,20,53.7
2004,115,"115","Oerlikon",0,"00","Grundtarif",39.85,20.3,60
2004,115,"115","Oerlikon",1,"01","Verheiratetentarif",70,46.9,99.5
2004,115,"115","Oerlikon",2,"02","Einelternfamilientarif",38.05,18.8,56.85
2004,119,"119","Seebach",0,"00","Grundtarif",34.2,17,51.3
2004,119,"119","Seebach",1,"01","Verheiratetentarif",60.2,41.9,81.4
2004,119,"119","Seebach",2,"02","Einelternfamilientarif",36.05,16.75,51.7
2004,121,"121","Saatlen",0,"00","Grundtarif",29.7,13.3,44.3
2004,121,"121","Saatlen",1,"01","Verheiratetentarif",56.95,39.85,74.75
2004,121,"121","Saatlen",2,"02","Einelternfamilientarif",30,18.8,44
2004,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",31.9,18.2,47.7
2004,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",57.2,40.05,77.3
2004,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",31.3,12.3,47.7
2004,123,"123","Hirzenbach",0,"00","Grundtarif",29.2,14.9,42.6
2004,123,"123","Hirzenbach",1,"01","Verheiratetentarif",58.1,41.4,75.1
2004,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",31.7,15,44.7
2005,11,"011","Rathaus",0,"00","Grundtarif",44.5,18.2,74.75
2005,11,"011","Rathaus",1,"01","Verheiratetentarif",100.8,62.7,158.3
2005,11,"011","Rathaus",2,"02","Einelternfamilientarif",47.25,35,96.1
2005,12,"012","Hochschulen",0,"00","Grundtarif",33.05,12.1,64.25
2005,12,"012","Hochschulen",1,"01","Verheiratetentarif",101.9,50.9,191.2
2005,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2005,13,"013","Lindenhof",0,"00","Grundtarif",50.5,21.45,92.05
2005,13,"013","Lindenhof",1,"01","Verheiratetentarif",112.9,72.3,197.6
2005,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2005,14,"014","City",0,"00","Grundtarif",36.6,11.1,74.6
2005,14,"014","City",1,"01","Verheiratetentarif",82.3,50.45,119.1
2005,14,"014","City",2,"02","Einelternfamilientarif",,,
2005,21,"021","Wollishofen",0,"00","Grundtarif",38.75,18.6,60.45
2005,21,"021","Wollishofen",1,"01","Verheiratetentarif",74.4,52.1,110
2005,21,"021","Wollishofen",2,"02","Einelternfamilientarif",41,25,63.3
2005,23,"023","Leimbach",0,"00","Grundtarif",35,18.6,54.3
2005,23,"023","Leimbach",1,"01","Verheiratetentarif",70.3,49.1,98.2
2005,23,"023","Leimbach",2,"02","Einelternfamilientarif",44.45,20.1,63.8
2005,24,"024","Enge",0,"00","Grundtarif",48.6,22.9,77.55
2005,24,"024","Enge",1,"01","Verheiratetentarif",97.9,59.8,161.9
2005,24,"024","Enge",2,"02","Einelternfamilientarif",51.5,22.85,89.5
2005,31,"031","Alt-Wiedikon",0,"00","Grundtarif",42.4,22.5,63.7
2005,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",66.2,42.2,100
2005,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",42,20,62.5
2005,33,"033","Friesenberg",0,"00","Grundtarif",28.2,9.4,47.1
2005,33,"033","Friesenberg",1,"01","Verheiratetentarif",63.8,47.4,85.2
2005,33,"033","Friesenberg",2,"02","Einelternfamilientarif",38.75,24.3,55
2005,34,"034","Sihlfeld",0,"00","Grundtarif",35.8,18.05,54.5
2005,34,"034","Sihlfeld",1,"01","Verheiratetentarif",55.7,36.1,77.5
2005,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",34.5,15.6,50
2005,41,"041","Werd",0,"00","Grundtarif",40,19.35,61.2
2005,41,"041","Werd",1,"01","Verheiratetentarif",58.5,32.3,92.7
2005,41,"041","Werd",2,"02","Einelternfamilientarif",43.4,24.15,75
2005,42,"042","Langstrasse",0,"00","Grundtarif",34.8,15.5,56
2005,42,"042","Langstrasse",1,"01","Verheiratetentarif",52.1,31.5,74.7
2005,42,"042","Langstrasse",2,"02","Einelternfamilientarif",32.1,11.4,48.9
2005,44,"044","Hard",0,"00","Grundtarif",29.2,14.8,45.8
2005,44,"044","Hard",1,"01","Verheiratetentarif",52.1,34.85,70.1
2005,44,"044","Hard",2,"02","Einelternfamilientarif",28.4,11.3,44
2005,51,"051","Gewerbeschule",0,"00","Grundtarif",37.5,18.55,58.2
2005,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",56.3,38.2,77.5
2005,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",36.2,23,52.2
2005,52,"052","Escher Wyss",0,"00","Grundtarif",46.9,24.6,71.7
2005,52,"052","Escher Wyss",1,"01","Verheiratetentarif",72.9,44.5,117.7
2005,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",48.7,29.3,71
2005,61,"061","Unterstrass",0,"00","Grundtarif",41.5,21.5,64.2
2005,61,"061","Unterstrass",1,"01","Verheiratetentarif",71.1,50.2,105.1
2005,61,"061","Unterstrass",2,"02","Einelternfamilientarif",40.5,24.3,59.9
2005,63,"063","Oberstrass",0,"00","Grundtarif",47.1,21.2,77.1
2005,63,"063","Oberstrass",1,"01","Verheiratetentarif",109.6,68.2,174.85
2005,63,"063","Oberstrass",2,"02","Einelternfamilientarif",57.6,32.7,95.3
2005,71,"071","Fluntern",0,"00","Grundtarif",50.3,17,87.6
2005,71,"071","Fluntern",1,"01","Verheiratetentarif",139.35,80.5,244.8
2005,71,"071","Fluntern",2,"02","Einelternfamilientarif",64.1,40.1,103.2
2005,72,"072","Hottingen",0,"00","Grundtarif",47.5,20.5,77.3
2005,72,"072","Hottingen",1,"01","Verheiratetentarif",116.4,69.3,197.7
2005,72,"072","Hottingen",2,"02","Einelternfamilientarif",61.05,38.8,96.7
2005,73,"073","Hirslanden",0,"00","Grundtarif",43.9,21,68.7
2005,73,"073","Hirslanden",1,"01","Verheiratetentarif",92.85,59.8,158.4
2005,73,"073","Hirslanden",2,"02","Einelternfamilientarif",50.45,28.7,78.6
2005,74,"074","Witikon",0,"00","Grundtarif",43.4,19.4,67.1
2005,74,"074","Witikon",1,"01","Verheiratetentarif",92.3,59.1,141.6
2005,74,"074","Witikon",2,"02","Einelternfamilientarif",53.5,33,87.2
2005,81,"081","Seefeld",0,"00","Grundtarif",49.8,24.5,78.1
2005,81,"081","Seefeld",1,"01","Verheiratetentarif",92.1,55.2,139
2005,81,"081","Seefeld",2,"02","Einelternfamilientarif",50.7,32,84.9
2005,82,"082","Mühlebach",0,"00","Grundtarif",45.5,20.95,72.4
2005,82,"082","Mühlebach",1,"01","Verheiratetentarif",93.9,56.9,143.1
2005,82,"082","Mühlebach",2,"02","Einelternfamilientarif",50.65,28.9,70.7
2005,83,"083","Weinegg",0,"00","Grundtarif",44,17.9,66.7
2005,83,"083","Weinegg",1,"01","Verheiratetentarif",91.1,62.5,142.2
2005,83,"083","Weinegg",2,"02","Einelternfamilientarif",50.9,32.6,75.25
2005,91,"091","Albisrieden",0,"00","Grundtarif",36.4,20,55.1
2005,91,"091","Albisrieden",1,"01","Verheiratetentarif",66.4,47,91.8
2005,91,"091","Albisrieden",2,"02","Einelternfamilientarif",38.95,20.8,57.3
2005,92,"092","Altstetten",0,"00","Grundtarif",35.9,18.3,53.4
2005,92,"092","Altstetten",1,"01","Verheiratetentarif",61.1,44.1,82.8
2005,92,"092","Altstetten",2,"02","Einelternfamilientarif",35.25,19,51.7
2005,101,"101","Höngg",0,"00","Grundtarif",44.85,22.7,67.35
2005,101,"101","Höngg",1,"01","Verheiratetentarif",82.1,57.9,121.1
2005,101,"101","Höngg",2,"02","Einelternfamilientarif",44.2,28.95,65.55
2005,102,"102","Wipkingen",0,"00","Grundtarif",39.6,19.5,59.3
2005,102,"102","Wipkingen",1,"01","Verheiratetentarif",65.3,45.1,93.7
2005,102,"102","Wipkingen",2,"02","Einelternfamilientarif",41.5,24.3,59.8
2005,111,"111","Affoltern",0,"00","Grundtarif",34.8,17.9,52.2
2005,111,"111","Affoltern",1,"01","Verheiratetentarif",64.3,45.4,87.3
2005,111,"111","Affoltern",2,"02","Einelternfamilientarif",35,17.9,50.1
2005,115,"115","Oerlikon",0,"00","Grundtarif",39.9,20,60.9
2005,115,"115","Oerlikon",1,"01","Verheiratetentarif",69.8,47.2,103.1
2005,115,"115","Oerlikon",2,"02","Einelternfamilientarif",38.35,20.6,58.7
2005,119,"119","Seebach",0,"00","Grundtarif",34.4,16.9,52.1
2005,119,"119","Seebach",1,"01","Verheiratetentarif",60.7,41.4,82.6
2005,119,"119","Seebach",2,"02","Einelternfamilientarif",32.9,13.6,50
2005,121,"121","Saatlen",0,"00","Grundtarif",29.3,13.7,45
2005,121,"121","Saatlen",1,"01","Verheiratetentarif",56,39,75
2005,121,"121","Saatlen",2,"02","Einelternfamilientarif",33.1,19.5,47.1
2005,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",31.3,16.6,48
2005,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",56.4,38.6,76.2
2005,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",28.05,8.9,43.75
2005,123,"123","Hirzenbach",0,"00","Grundtarif",28.5,13.9,43
2005,123,"123","Hirzenbach",1,"01","Verheiratetentarif",57.3,40,74.1
2005,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",32.8,14,46.8
2006,11,"011","Rathaus",0,"00","Grundtarif",46.2,19.5,75.7
2006,11,"011","Rathaus",1,"01","Verheiratetentarif",107.1,61.9,166.1
2006,11,"011","Rathaus",2,"02","Einelternfamilientarif",41.7,19.5,83.1
2006,12,"012","Hochschulen",0,"00","Grundtarif",33.5,12.2,71.5
2006,12,"012","Hochschulen",1,"01","Verheiratetentarif",99.9,50.4,203.5
2006,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2006,13,"013","Lindenhof",0,"00","Grundtarif",52.4,22.3,91.95
2006,13,"013","Lindenhof",1,"01","Verheiratetentarif",116.7,70.9,193.8
2006,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2006,14,"014","City",0,"00","Grundtarif",35.8,8,77.2
2006,14,"014","City",1,"01","Verheiratetentarif",85.7,57.3,131.1
2006,14,"014","City",2,"02","Einelternfamilientarif",,,
2006,21,"021","Wollishofen",0,"00","Grundtarif",39.5,19.4,61.6
2006,21,"021","Wollishofen",1,"01","Verheiratetentarif",74.3,52,112.2
2006,21,"021","Wollishofen",2,"02","Einelternfamilientarif",38.55,22.8,60.85
2006,23,"023","Leimbach",0,"00","Grundtarif",35.6,19.6,55.2
2006,23,"023","Leimbach",1,"01","Verheiratetentarif",69.2,46.5,97.1
2006,23,"023","Leimbach",2,"02","Einelternfamilientarif",39.1,20.15,58.4
2006,24,"024","Enge",0,"00","Grundtarif",50,23.6,79.8
2006,24,"024","Enge",1,"01","Verheiratetentarif",97.3,58.3,162.7
2006,24,"024","Enge",2,"02","Einelternfamilientarif",50.4,24.6,91.2
2006,31,"031","Alt-Wiedikon",0,"00","Grundtarif",43.9,22.6,65.8
2006,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",65.4,39.2,103.1
2006,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",41.2,20,63.9
2006,33,"033","Friesenberg",0,"00","Grundtarif",28.9,9.7,48.3
2006,33,"033","Friesenberg",1,"01","Verheiratetentarif",62.1,44.65,84.85
2006,33,"033","Friesenberg",2,"02","Einelternfamilientarif",36.7,20,51.6
2006,34,"034","Sihlfeld",0,"00","Grundtarif",36.9,18.7,55.8
2006,34,"034","Sihlfeld",1,"01","Verheiratetentarif",54.5,35.65,77.55
2006,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",31.4,14.2,48
2006,41,"041","Werd",0,"00","Grundtarif",41.05,19.65,63.1
2006,41,"041","Werd",1,"01","Verheiratetentarif",56.7,28.9,92.7
2006,41,"041","Werd",2,"02","Einelternfamilientarif",43.8,26.6,72.2
2006,42,"042","Langstrasse",0,"00","Grundtarif",35.3,15.8,57.3
2006,42,"042","Langstrasse",1,"01","Verheiratetentarif",49.2,30,73.4
2006,42,"042","Langstrasse",2,"02","Einelternfamilientarif",32.9,14.4,57
2006,44,"044","Hard",0,"00","Grundtarif",29.8,15.2,46.5
2006,44,"044","Hard",1,"01","Verheiratetentarif",50.2,33.4,68.5
2006,44,"044","Hard",2,"02","Einelternfamilientarif",26,8.6,40.8
2006,51,"051","Gewerbeschule",0,"00","Grundtarif",38.3,19.1,59.8
2006,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",56.2,37,75.8
2006,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",34.4,19.25,51.5
2006,52,"052","Escher Wyss",0,"00","Grundtarif",50.65,27.6,75.2
2006,52,"052","Escher Wyss",1,"01","Verheiratetentarif",75.5,48.1,121.4
2006,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",41.5,20,66.85
2006,61,"061","Unterstrass",0,"00","Grundtarif",41.4,21.2,65.1
2006,61,"061","Unterstrass",1,"01","Verheiratetentarif",71.25,49.9,106.3
2006,61,"061","Unterstrass",2,"02","Einelternfamilientarif",38.5,22.8,58.3
2006,63,"063","Oberstrass",0,"00","Grundtarif",48.9,22.3,78.45
2006,63,"063","Oberstrass",1,"01","Verheiratetentarif",110.3,70.1,181
2006,63,"063","Oberstrass",2,"02","Einelternfamilientarif",54.75,29.55,91.1
2006,71,"071","Fluntern",0,"00","Grundtarif",52.95,18,93.1
2006,71,"071","Fluntern",1,"01","Verheiratetentarif",141.5,81.9,250.7
2006,71,"071","Fluntern",2,"02","Einelternfamilientarif",63.4,38.8,102.2
2006,72,"072","Hottingen",0,"00","Grundtarif",48.05,20.6,80
2006,72,"072","Hottingen",1,"01","Verheiratetentarif",120.5,71.3,205.5
2006,72,"072","Hottingen",2,"02","Einelternfamilientarif",58.35,36.4,96.3
2006,73,"073","Hirslanden",0,"00","Grundtarif",43.5,20.75,69.25
2006,73,"073","Hirslanden",1,"01","Verheiratetentarif",95.75,60.1,169.8
2006,73,"073","Hirslanden",2,"02","Einelternfamilientarif",52.05,30.75,80.95
2006,74,"074","Witikon",0,"00","Grundtarif",44.4,20,69.95
2006,74,"074","Witikon",1,"01","Verheiratetentarif",91.5,59.8,142.2
2006,74,"074","Witikon",2,"02","Einelternfamilientarif",55.9,32.6,84.6
2006,81,"081","Seefeld",0,"00","Grundtarif",52,25.4,81.3
2006,81,"081","Seefeld",1,"01","Verheiratetentarif",100,60.5,158.9
2006,81,"081","Seefeld",2,"02","Einelternfamilientarif",48.8,31.05,73.85
2006,82,"082","Mühlebach",0,"00","Grundtarif",47.55,22,75.55
2006,82,"082","Mühlebach",1,"01","Verheiratetentarif",94.1,58.1,146.2
2006,82,"082","Mühlebach",2,"02","Einelternfamilientarif",49.6,30.6,71.4
2006,83,"083","Weinegg",0,"00","Grundtarif",44.6,17.9,68.6
2006,83,"083","Weinegg",1,"01","Verheiratetentarif",88.2,59.3,152.1
2006,83,"083","Weinegg",2,"02","Einelternfamilientarif",43.6,31.6,74.3
2006,91,"091","Albisrieden",0,"00","Grundtarif",37.3,20,56.2
2006,91,"091","Albisrieden",1,"01","Verheiratetentarif",65.3,45.7,92
2006,91,"091","Albisrieden",2,"02","Einelternfamilientarif",37.1,18.95,56.75
2006,92,"092","Altstetten",0,"00","Grundtarif",36.6,18.7,54.3
2006,92,"092","Altstetten",1,"01","Verheiratetentarif",59.9,41.5,82.2
2006,92,"092","Altstetten",2,"02","Einelternfamilientarif",32.7,17.4,49.8
2006,101,"101","Höngg",0,"00","Grundtarif",45.8,23.5,68.4
2006,101,"101","Höngg",1,"01","Verheiratetentarif",81.35,56.8,121.25
2006,101,"101","Höngg",2,"02","Einelternfamilientarif",41.4,23,63.4
2006,102,"102","Wipkingen",0,"00","Grundtarif",40.6,20.2,61.2
2006,102,"102","Wipkingen",1,"01","Verheiratetentarif",65.25,43.6,92.6
2006,102,"102","Wipkingen",2,"02","Einelternfamilientarif",40.15,23.8,56.5
2006,111,"111","Affoltern",0,"00","Grundtarif",35,17.8,52.6
2006,111,"111","Affoltern",1,"01","Verheiratetentarif",62.9,43.3,86.2
2006,111,"111","Affoltern",2,"02","Einelternfamilientarif",33.5,14.2,49.2
2006,115,"115","Oerlikon",0,"00","Grundtarif",41.4,20.1,63.1
2006,115,"115","Oerlikon",1,"01","Verheiratetentarif",69.9,45.7,102.4
2006,115,"115","Oerlikon",2,"02","Einelternfamilientarif",37.8,19.35,62.4
2006,119,"119","Seebach",0,"00","Grundtarif",34.6,17.2,53.6
2006,119,"119","Seebach",1,"01","Verheiratetentarif",59.5,39.15,83.2
2006,119,"119","Seebach",2,"02","Einelternfamilientarif",32.6,11.8,49.1
2006,121,"121","Saatlen",0,"00","Grundtarif",30.95,15,45.65
2006,121,"121","Saatlen",1,"01","Verheiratetentarif",54.9,37,74.9
2006,121,"121","Saatlen",2,"02","Einelternfamilientarif",30.85,13.8,44.45
2006,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",30.8,16.5,47.6
2006,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",54.6,36.5,76
2006,122,"122","Schwamendingen-Mitte",2,"02","Einelternfamilientarif",24.9,5.7,41.3
2006,123,"123","Hirzenbach",0,"00","Grundtarif",29.3,14.5,43.6
2006,123,"123","Hirzenbach",1,"01","Verheiratetentarif",55.75,37.5,73.4
2006,123,"123","Hirzenbach",2,"02","Einelternfamilientarif",29.55,7.8,41.4
2007,11,"011","Rathaus",0,"00","Grundtarif",47.15,20,80.95
2007,11,"011","Rathaus",1,"01","Verheiratetentarif",111.15,65.4,171.6
2007,11,"011","Rathaus",2,"02","Einelternfamilientarif",44.6,19,83.6
2007,12,"012","Hochschulen",0,"00","Grundtarif",40,16.5,72.5
2007,12,"012","Hochschulen",1,"01","Verheiratetentarif",107.3,56.3,247.25
2007,12,"012","Hochschulen",2,"02","Einelternfamilientarif",,,
2007,13,"013","Lindenhof",0,"00","Grundtarif",54,22.9,101
2007,13,"013","Lindenhof",1,"01","Verheiratetentarif",125.8,89.9,205
2007,13,"013","Lindenhof",2,"02","Einelternfamilientarif",,,
2007,14,"014","City",0,"00","Grundtarif",39.8,11.8,80
2007,14,"014","City",1,"01","Verheiratetentarif",87.7,49.6,136.2
2007,14,"014","City",2,"02","Einelternfamilientarif",,,
2007,21,"021","Wollishofen",0,"00","Grundtarif",40.8,19.9,63.3
2007,21,"021","Wollishofen",1,"01","Verheiratetentarif",78.25,53.9,119.7
2007,21,"021","Wollishofen",2,"02","Einelternfamilientarif",40.5,25,64.9
2007,23,"023","Leimbach",0,"00","Grundtarif",37.45,20.4,56
2007,23,"023","Leimbach",1,"01","Verheiratetentarif",71.6,49.6,100.7
2007,23,"023","Leimbach",2,"02","Einelternfamilientarif",40.4,22.3,61.5
2007,24,"024","Enge",0,"00","Grundtarif",52.65,25.4,87.1
2007,24,"024","Enge",1,"01","Verheiratetentarif",101.75,62.2,171.9
2007,24,"024","Enge",2,"02","Einelternfamilientarif",52.5,23.2,97.7
2007,31,"031","Alt-Wiedikon",0,"00","Grundtarif",45.1,24.1,68.3
2007,31,"031","Alt-Wiedikon",1,"01","Verheiratetentarif",69.45,41.4,110.6
2007,31,"031","Alt-Wiedikon",2,"02","Einelternfamilientarif",42.25,23.3,70.1
2007,33,"033","Friesenberg",0,"00","Grundtarif",30,10.4,50.05
2007,33,"033","Friesenberg",1,"01","Verheiratetentarif",64.8,47.1,89.3
2007,33,"033","Friesenberg",2,"02","Einelternfamilientarif",37.6,24.7,54.4
2007,34,"034","Sihlfeld",0,"00","Grundtarif",38.9,20,58.1
2007,34,"034","Sihlfeld",1,"01","Verheiratetentarif",56.3,35.6,78.5
2007,34,"034","Sihlfeld",2,"02","Einelternfamilientarif",32,16.2,48.8
2007,41,"041","Werd",0,"00","Grundtarif",42.6,20.2,67.8
2007,41,"041","Werd",1,"01","Verheiratetentarif",61.4,34.9,99.9
2007,41,"041","Werd",2,"02","Einelternfamilientarif",33.55,23,56.3
2007,42,"042","Langstrasse",0,"00","Grundtarif",36,16.6,60
2007,42,"042","Langstrasse",1,"01","Verheiratetentarif",50.5,31.2,78.2
2007,42,"042","Langstrasse",2,"02","Einelternfamilientarif",31.7,10,50.4
2007,44,"044","Hard",0,"00","Grundtarif",31.1,16.3,48
2007,44,"044","Hard",1,"01","Verheiratetentarif",52.15,33.9,70.2
2007,44,"044","Hard",2,"02","Einelternfamilientarif",26.9,7.7,41.6
2007,51,"051","Gewerbeschule",0,"00","Grundtarif",40,20,61.8
2007,51,"051","Gewerbeschule",1,"01","Verheiratetentarif",58,37.2,80.1
2007,51,"051","Gewerbeschule",2,"02","Einelternfamilientarif",35.7,16.75,54.55
2007,52,"052","Escher Wyss",0,"00","Grundtarif",54,29.9,79.95
2007,52,"052","Escher Wyss",1,"01","Verheiratetentarif",74.2,48.2,134.75
2007,52,"052","Escher Wyss",2,"02","Einelternfamilientarif",47.5,24.9,67.8
2007,61,"061","Unterstrass",0,"00","Grundtarif",44,22.2,67.9
2007,61,"061","Unterstrass",1,"01","Verheiratetentarif",74,50.8,111.4
2007,61,"061","Unterstrass",2,"02","Einelternfamilientarif",42.3,25.5,61.7
2007,63,"063","Oberstrass",0,"00","Grundtarif",50.6,23.5,82.2
2007,63,"063","Oberstrass",1,"01","Verheiratetentarif",114.5,72,188.2
2007,63,"063","Oberstrass",2,"02","Einelternfamilientarif",56.2,34.55,99.35
2007,71,"071","Fluntern",0,"00","Grundtarif",56.25,19.8,96.8
2007,71,"071","Fluntern",1,"01","Verheiratetentarif",148.1,84.8,257
2007,71,"071","Fluntern",2,"02","Einelternfamilientarif",66.2,41.45,132.2
2007,72,"072","Hottingen",0,"00","Grundtarif",50.3,21.8,86.4
2007,72,"072","Hottingen",1,"01","Verheiratetentarif",128.25,75.65,217.55
2007,72,"072","Hottingen",2,"02","Einelternfamilientarif",60,35,102.4
2007,73,"073","Hirslanden",0,"00","Grundtarif",45.3,21.4,72.1
2007,73,"073","Hirslanden",1,"01","Verheiratetentarif",100,60.9,170.5
2007,73,"073","Hirslanden",2,"02","Einelternfamilientarif",51.5,29.6,91.3
2007,74,"074","Witikon",0,"00","Grundtarif",46.1,20.5,73
2007,74,"074","Witikon",1,"01","Verheiratetentarif",96.3,63.95,147.4
2007,74,"074","Witikon",2,"02","Einelternfamilientarif",58.2,35.6,86.6
2007,81,"081","Seefeld",0,"00","Grundtarif",55.7,28,88.4
2007,81,"081","Seefeld",1,"01","Verheiratetentarif",100.9,60.8,168.5
2007,81,"081","Seefeld",2,"02","Einelternfamilientarif",52.7,29.2,87.1
2007,82,"082","Mühlebach",0,"00","Grundtarif",50.1,23.6,83
2007,82,"082","Mühlebach",1,"01","Verheiratetentarif",97.9,61.8,155.4
2007,82,"082","Mühlebach",2,"02","Einelternfamilientarif",50.8,29.7,74.85
2007,83,"083","Weinegg",0,"00","Grundtarif",45.45,17.9,71.4
2007,83,"083","Weinegg",1,"01","Verheiratetentarif",94.4,64.2,163.4
2007,83,"083","Weinegg",2,"02","Einelternfamilientarif",47.3,31.7,78.7
2007,91,"091","Albisrieden",0,"00","Grundtarif",39.3,21,59.3
2007,91,"091","Albisrieden",1,"01","Verheiratetentarif",68.8,47.3,96.4
2007,91,"091","Albisrieden",2,"02","Einelternfamilientarif",40.7,23.9,59.6
2007,92,"092","Altstetten",0,"00","Grundtarif",37.8,19.8,56
2007,92,"092","Altstetten",1,"01","Verheiratetentarif",62.1,43.3,84.9
2007,92,"092","Altstetten",2,"02","Einelternfamilientarif",34.4,16.6,50.3
2007,101,"101","Höngg",0,"00","Grundtarif",46.85,23.7,70.4
2007,101,"101","Höngg",1,"01","Verheiratetentarif",84.7,59.5,128.5
2007,101,"101","Höngg",2,"02","Einelternfamilientarif",44.35,25.9,66.7
2007,102,"102","Wipkingen",0,"00","Grundtarif",42.1,21.7,63.5
2007,102,"102","Wipkingen",1,"01","Verheiratetentarif",67.4,45.8,98.5
2007,102,"102","Wipkingen",2,"02","Einelternfamilientarif",40.7,23,58.8
2007,111,"111","Affoltern",0,"00","Grundtarif",36.2,19.3,54.1
2007,111,"111","Affoltern",1,"01","Verheiratetentarif",65.1,45.3,88.8
2007,111,"111","Affoltern",2,"02","Einelternfamilientarif",33.2,15,49.7
2007,115,"115","Oerlikon",0,"00","Grundtarif",43.25,21.5,65.9
2007,115,"115","Oerlikon",1,"01","Verheiratetentarif",73.2,47.15,110
2007,115,"115","Oerlikon",2,"02","Einelternfamilientarif",40,21,58.2
2007,119,"119","Seebach",0,"00","Grundtarif",36,17.8,55.4
2007,119,"119","Seebach",1,"01","Verheiratetentarif",61.8,40.8,85.4
2007,119,"119","Seebach",2,"02","Einelternfamilientarif",30.6,13.7,50
2007,121,"121","Saatlen",0,"00","Grundtarif",31.95,15.2,48
2007,121,"121","Saatlen",1,"01","Verheiratetentarif",57.4,38,76.4
2007,121,"121","Saatlen",2,"02","Einelternfamilientarif",30.9,16.15,45.8
2007,122,"122","Schwamendingen-Mitte",0,"00","Grundtarif",31.5,17,48
2007,122,"122","Schwamendingen-Mitte",1,"01","Verheiratetentarif",55.7,37,77
